Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
CNIMON-FRU-1,Cnidium monnieri (L.) Cusson,Cnidium,monnieri,(L.) Cusson,,,,Selinum monnieri L.,Monnier's Snowparsley,she chuang,蛇床,She Chuang Zi,Cnidii Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2728972&query=Cnidium+monnieri+%28L.%29+Cusson&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015495,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840463-1,蛇床子,Apiaceae,Asterids,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,April-July,June-October,"Open fields, along field margins, grassy places near rivers, damp places by roadside",China,Yes (var. formosanum),"China, India, Korea, Laos, Mongolia, Russia, Vietnam, Europe",(North and South China),Not evaluated,Least concern,,No,,,Pharmacopoeia,Ripe fruit ('seed'),Cnidii Fructus,,,,,,,,Wild-harvested,,,"Pungent, bitter",Warm,"Kidney, spleen","Dispels wind and dampness, warms the kidneys, strengthens yang","Antipruritic, anti-allergic, antibacterial, anti-fungal","Vagina discharge and itching, impotence, infertility, topically for lesions, itching, eczema",Safety class 1 (slightly toxic),,,,,,,
CODPIL-RAD-1,Codonopsis pilosula (Franch.) Nannf. subsp. pilosula,Codonopsis,pilosula,(Franch.) Nannf.,,pilosula,,Codonopsis pilosula var. modesta (Nannf.) L. D. Shen,Codonopsis,dang shen (yuan ya zhong),党参(原亚种),Dang Shen,Codonopsis Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=465225&query=Codonopsis+pilosula&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250096259,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168897-1,黨參,Campanulaceae,,Terrestrial,Herbaceous vine,,Perennial,Vascular,Monoecious,July-October,July-October,"On mountain sides, in thickets, and along forest margins (900-2900 m altitude)",China,No,"China, Korea, Mongolia, Russia","Gansu, Hebei, Heilongjiang, Henan, Inner Mongolia, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Codonopsis Radix,,,,Yes,"Gansu, Heilongjiang, Inner Mongolia, Jilin, Liaoning, Shaanxi, Shanxi, Sichuan",,,"Cultivated, wild-harvested",Yes,"Gansu, Shanxi",Sweet,Neutral,"Lung, spleen","Tonifies the spleen and qi, tonifies blood, generates fluids","Neuroprotective, anti-tumor, antioxidant","Fatigue, poor digestion, anorexia, chronic cough. organ prolapse",Safety class 1,,,Official healthfood in China,P,,,
CODTAN-RAD-1,Codonopsis pilosula subsp. tangshen (Oliv.) D. Y. Hong,Codonopsis,pilosula,(Oliv.) D. Y. Hong,,tangshen,,Codonopsis tangshen Oliv.,Codonopsis,chuan dang shen,川党参,Dang Shen,Codonopsis Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=469012&query=Codonopsis+pilosula+subsp.+tangshen+%28Oliv.%29+D.+Y.+Hong&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250096260,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77112229-1,黨參,Campanulaceae,,Terrestrial,Herbaceous vine,,Perennial,Vascular,Monoecious,July-October,July-October,"Scrub along forest margins, forest thickets (900-2300 m altitude)",China,Yes,China,"Chongqing, Guizhou, Hubei, Hunan, Shaanxi, Sichuan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Codonopsis Radix,,,,Yes,"Chongqing, Hubei",,,"Cultivated, wild-harvested",,,Sweet,Neutral,"Lung, spleen","Tonifies the spleen and qi, tonifies blood, generates fluids","Neuroprotective, anti-tumor, antioxidant","Fatigue, poor digestion, anorexia, chronic cough. organ prolapse",Safety class 1,,,Official healthfood in China,P,,,
COIMAY-SEM-1,Coix lacryma-jobi L. var. ma-yuen (Rom. Caill.) Stapf,Coix,lacryma-jobi,L.,ma-yuen (Rom. Caill.) Stapf,,,Coix lacryma-jobi subsp. ma-yuen (Rom. Caill.) T. Koyama,"Chinese Pearl Barley, Job's Tears",yi mi,薏米,Yi Yi Ren,Coicis Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=405640&query=Coix+lacryma-jobi+L.+var.+ma-yuen+%28Rom.+Caill.%29+Stapf&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250071207,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60461956-2,薏苡仁,Poaceae,,Terrestrial,Grass,,Annual,Vascular,Monoecious,July-December,July-December,"Streams, waters, ponds (up to 2000 m altitude)",,No,"China, Bhutan, India, Indonesia, Laos, Malaysia, Myanmar, Philippines, Thailand, Vietnam","Anhui, Fujian, Guangdong, Guangxi, Hebei, Henan, Hubei, Jiangsu, Jiangxi, Liaoning, Shaanxi, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,Yes,,,Pharmacopoeia,Seed,Coicis Semen,,,,Yes,"Fujian, Hebei, Liaoning, Zhejiang",,,"Cultivated, wild-harvested",,,"Sweet, bland",Slightly cold,"Lung, spleen, stomach","Invigorates the spleen, tonifies lungs, resolves damp, clears heat","Anti-inflammatory, analgesic","Diarrhoea, musculoskeletal pain, sores and abscesses",Safety class 2 b,,,"Official healthfood in China, cereal",,,,
COMIND-FRU-1,Combretum indicum (L.) DeFilipps,Combretum,indicum,(L.) DeFilipps,,,,Quisqualis indica L.,Rangoon Creeper,shi jun zi,使君子,Shi Jun Zi,Quisqualis Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2732680&query=Combretum+indicum+%28L.%29+DeFilipps&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014742,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77101543-1,使君子,Combretaceae,,Terrestrial,Woody vine,Evergreen,Perennial,Vascular,Monoecious,(Early summer),(Late autumn),"Hills, plains, mountain slopes, roadsides, brush-woods",,No,"China, Bangladesh, Borneo, Cambodia, India, Laos, Malaysia, Myanmar, Nepal, New Guinea, Philippines, Sri Lanka, Thailand, Vietnam","Hunan, Jiangxi, Fujian, Taiwan, Guangdong, Guangxi, Yunnan, Sichuan",Not evaluated,Least concern,,Possible,"USA, Australia",,Pharmacopoeia,Fruit,Quisqualis Fructus,,,,,,,,,,,Sweet,Warm,"Spleen, stomach","Expels parasites, treats food stagnation",,"Ascariasis, enterobiasis, abdominal pain due to parasites",,,,Ornamental,Y,,,
COMMYR-MYR-1,Commiphora myrrha (T.Nees) Engl.,Commiphora,myrrha,(T.Nees) Engl.,,,,,Myrrh,mo yao shu,,Mo Yao,Myrrha,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2733595&query=Commiphora+myrrha%C2%A0%28T.Nees%29+Engl.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:127741-1,沒藥,Burseraceae,,Terrestrial,"Shrub, small tree",Deciduous,Perennial,Vascular,Dioecious,,,Desert scrubland,,No,"Ethiopia, Kenya, Saudi Arabia, Somalia, Yemen",,Not evaluated,,,No,,,Pharmacopoeia,Resin,Myrrha,November to February,"Resin is collected, and foreign matter is picked out",,,,,"Somalia, Ethiopia, Arabian Peninsula, India",,,,Bitter,Neutral,"Heart, liver, spleen","Breaks blood stasis, reduces swelling, relieves pain",,"Sores, amenorrhea, chest pain, carbuncles",,"a-commiphoric acid, 8-commiphoric acid",,"Perfume, flavoring agent",,,-,-
CONCHU-RHI-1,Conioselinum anthriscoides 'Chuanxiong',Conioselinum,anthriscoides,,,,Chuanxiong',Ligusticum chuanxiong,"Chuanxiong, Wallich Ligusticum, Szechuan Lovage",chuan xiong,川芎,Chuan Xiong,Rhizoma Chuanxiong,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2934837&query=Ligusticum+chuanxiong%C2%A0S.H.Qiu%2C+Y.Q.Zeng%2C+K.Y.Pan%2C+Y.C.Tang+%26+J.M.Xu&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242329467,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77221902-1,川芎,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,Sterile,Sterile,Cultivated,China,,China,"(Cultivation) Gansu, Guizhou, Henan, Hubei, Hunan, Inner Mongolia, Jiangxi, Shaanxi, Sichuan, Yunnan",Not evaluated,,,No,,,Pharmacopoeia,Rhizome,Rhizoma Chuanxiong,Summer,"Stems, leaves, and dirt are removed, then the rootstocks are dried in the shade until rhizomes are half dry, before baked dry and rootlets removed",,Yes,"Gansu, Guizhou, Henan, Hubei, Hunan, Inner Mongolia, Jiangxi, Shaanxi, Sichuan, Yunnan",,"Gansu, Guizhou, Henan, Hubei, Hunan, Inner Mongolia, Jiangxi, Shaanxi, Sichuan, Yunnan",Cultivated,Yes,Sichuan,Acrid,Warm,"Liver, gallbladder, pericardium","Invigorates blood, dispels stasis, expels wind, relieves pain",,"Amenorrhea, abdominal pain, rheumatism, chronic sores, headaches",,"Ligustilide, cnidium lactone, chuanxingol",,"Health food, fragrance",,,-,-
CONANT-RHI-1,Conioselinum anthriscoides (H. Boissieu) Pimenov & Kluykov,Conioselinum,anthriscoides,(H. Boissieu) Pimenov & Kluykov,,,,Ligusticum sinense Oliv.,Chinese Lovage,gao ben,藁本,Gao Ben,Ligustici Rhizoma et Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2734093&query=Ligusticum+sinense+Oliv.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015664,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146159-1,藳本,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,August-September,October,"Forests, meadows, besides streams, grasslands near ditches (500-2700 m altitude)",China,"Yes (var. hupehense, sinense)",China,"Gansu, Guizhou, Henan, Hubei, Jiangxi, Inner Mongolia, Shaanxi, Sichuan, Yunnan",Not evaluated,Least concern,,No,,,Pharmacopoeia,"Rhizome, root",Ligustici Rhizoma et Radix,,,,Yes,,"Gansu, Guizhou, Henan, Hubei, Jiangxi, Inner Mongolia, Shaanxi, Sichuan, Yunnan",,"Cultivated, wild-harvested",,,Pungent,Warm,Bladder,"Dispels wind and dampness, dissipates cold, releases exterior, relieves pain","Analgesic, antipyretic, anti-inflammatory, anti-convulsive","Headaches, musculoskeletal pain, abdominal pain, diarrhea",Safety class 1,,,,,,,
CONSMI-RHI-1,Conioselinum smithii (H. Wolff) Pimenov & Kljuykov,Conioselinum,smithii,(H. Wolff) Pimenov & Kljuykov,,,,"Ligusticum jeholense (Nakai & Kitag.) Nakai & Kitag., Cnidium jelohense Nakai. & Kitag, ",Chinese Lovage,liao gao ben,辽藁本,Gao Ben,Ligustici Rhizoma et Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2734139&query=Conioselinum+smithii&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015652,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50426584-2,藳本,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,(1200-2500 m altitude),China,Yes,China,"(Northeast China) Hebei, Jilin, Liaoning, Shandong, Shanxi",Not evaluated,Least concern,,No,,,Pharmacopoeia,"Rhizome, root",Ligustici Rhizoma et Radix,,,,Yes,,"Hebei, Jilin, Liaoning, Shandong, Shanxi",,"Cultivated, wild-harvested",,,Pungent,Warm,Bladder,"Dispels wind and dampness, dissipates cold, releases exterior, relieves pain","Anti-bacterial, antioxidant","Headaches, musculoskeletal pain, abdominal pain, diarrhea",Safety class 1,,,,,,,
COPCHI-RHI-1,Coptis chinensis Franch.,Coptis,chinensis,Franch.,,,,,Golden Thread,huang lian,黄连,Huang Lian,Coptidis Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2736105&query=Coptis+chinensis+Franch.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200007765,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:710313-1,黃連,Ranunculaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,February-April,May-June,"Shady forested valleys, (500-2000 m altitude)",China,"Yes (var. brevisepala, chinensis)",China,"Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hubei, Hunan, Shaanxi, Sichuan, Zhejiang",Not evaluated,"Vulnerable (var. chinensis), endangered (var. brevisepala)",,No,,,Pharmacopoeia,Rhizome,Coptidis Rhizoma,,,,Yes,"Chongqing, Gansu, Guizhou, Hubei, Shaanxi, Sichuan","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hubei, Hunan, Shaanxi, Sichuan, Zhejian",,"Cultivated, wild-harvested",Yes,"Sichuan, Chongqing",Bitter,Cold,"Heart, spleen, Liver, stomach, gallbladder, large intestine","Clears heat, dries damp, purges fire","Neuroprotective, anti-oxidant, anti-inflammatory","Diarrhoea, vomiting, nausea, distension, high fever, insomnia",Safety class 2b,,,Dye,,,,
COPDEL-RHI-1,Coptis deltoidea C. Y. Cheng & P. K. Hsiao,Coptis,deltoidea,C. Y. Cheng & P. K. Hsiao,,,,,Golden Thread,san jiao ye huang lian,三角叶黄连,Huang Lian,Coptidis Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2736110&query=Coptis+deltoidea+C.+Y.+Cheng+%26+P.+K.+Hsiao&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200007767,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77221743-1,黃連,Ranunculaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,Forests (1600-2000 m altitude),China,Yes,China,Sichuan (Emei Shan and Hongya districts),Not evaluated,Vulnerable,,No,,,Pharmacopoeia,Rhizome,Coptidis Rhizoma,,,,Yes,Sichuan,Sichuan,,"Cultivated, wild-harvested",,,Bitter,Cold,"Heart, spleen, Liver, stomach, gallbladder, large intestine","Clears heat, dries damp, purges fire","Anti-bacterial, anti-viral, anti-inflammatory","Diarrhoea, vomiting, nausea, distension, high fever, insomnia",Safety class 2b,,,,,,,
COPTEE-RHI-1,Coptis teeta Wall.,Coptis,teeta,Wall.,,,,Coptis teetoides C. Y. Cheng,Golden Thread,yun nan huang lian,云南黄连,Huang Lian,Coptidis Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2736135&query=Coptis+teeta+Wall.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200007771,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:710326-1,黃連,Ranunculaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,,,The shade of alpine in cold and west forests (between 1500-2300 m altitude),China,Yes,"China, Myanmar, North-East India","Yunnan, Tibet",Endangered,Critically endangered,,No,,,Pharmacopoeia,Rhizome,Coptidis Rhizoma,,,,Yes,Yunnan,Yunnan,,"Cultivated, wild-harvested",,,Bitter,Cold,"Heart, spleen, Liver, stomach, gallbladder, large intestine","Clears heat, dries damp, purges fire",,"Diarrhoea, vomiting, nausea, distension, high fever, insomnia",Safety class 2b,,,,,,,
CORDIC-FOL-1,Cordia dichotoma G.Forst.,Cordia,dichotoma,G.Forst.,,,,,"Indian Cherry, Fragrant Manjack",po bu mu,破布木,Po Bu Zi Ye,Folium Cordia Dichotoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2736712&query=Cordia+dichotoma%C2%A0G.Forst.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018953,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114098-1,,Boraginaceae,,Terrestrial,"Shrub, tree",Deciduous,Perennial,Vascular,Monoecious,February-April,"June, July, August","Open forests on slopes, mountain streamsides",,No,,"Fujian, Guangdong, Guangxi, Guizhou, Taiwan, SE Tibet, Yunnan",Least concern,Least concern,,,,,,Leaf,Folium Cordia Dichotoma,,,,,,,,,,,"Bitter, sour",Slightly cold,"Liver, kidney, stomach","Regulates qi, relieves pain",,,,,,Edible fruit,,,-,-
COROFF-FRU-1,Cornus officinalis Siebold & Zucc.,Cornus,officinalis,Siebold & Zucc.,,,,Macrocarpium officinale (Siebold & Zucc.) Nakai,"Japanese Cornelian Cherry, Asiatic Cornelian Cherry, Asiatic Dogwood",shan zhu yu,山茱萸,Shan Zhu Yu,Corni Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=47459&query=Cornus+officinalis+Siebold+%26+Zucc.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200016000,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:271629-1,山茱萸,Cornaceae,,Terrestrial,"Shrub, tree",Deciduous,Perennial,Vascular,Monoecious,March-April,September-October,"Mountain forests, valleys forest edges (400-2100 m altitude)",China,No,"China, Korea, Japan","(Southeast and West-central China) Anhui, Gansu, Henan, Hunan, Jiangsu, Jiangxi, Shaanxi, Shandong, Shanxi, Zhejiang",Not evaluated,Near threatened,,No,,,Pharmacopoeia,Fruit,Corni Fructus,,,,Yes,Zhejiang,,,"Cultivated, wild-harvested",Yes,Zhejiang,Sour,Slightly warm,"Liver, kidney","Tonifies liver and kidneys, astringing, secure the essence","Anti-inflammatory, anti-apoptic, anti-diabetic, neuro-protective","Dizziness, deafness and tinnitus, vertigo, impotence, spermatorrhoea",Safety class 1c,,,"Edible fruits, ornamental",Y,,,
CORTUR-RHI-1,Corydalis turtschaninovii Besser,Corydalis,turtschaninovii,Besser,,,,,Korean Corydalis,chi ban yan hu suo,齿瓣延胡索,Yan Hu Suo,Rhizoma Corydalis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2739374&query=Corydalis+turtschaninovii%C2%A0Besser&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250090161,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:672558-1,延胡索,Papaveraceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-June,April-June,Open forests and forest margins,,No,"China, Japan, Korea, Russia","NE Hebei, Heilongjiang, Jilin, Liaoning, NE Inner Mongolia",Not evaluated,Least concern,,,,,Substitute,Rhizome,Rhizoma Corydalis,Early summer,"Rootlets removed, rhizomes washed and boiled in water until the core loses its white color, lastly dried",,No,,,,Wild-harvested,Yes,Zhejiang,"Bitter, acrid",Warm,"Heart, liver, spleen","Invigorates the blood, promotes the movement of qi, relieves pain",,"Pain in chest and abdomen, epigastric pain, dysmenorrhea, menstrual disorders",,"Corydalmine, cryptopine",,,,,-,-
CORYAN-RHI-1,Corydalis yanhusuo (Y. H. Chou & Chun C. Hsu) W. T. Wang ex Z. Y. Su & C. Y. Wu,Corydalis,yanhusuo,(Y. H. Chou & Chun C. Hsu) W. T. Wang ex Z. Y. Su & C. Y. Wu,,,,Corydalis turtschaninovii Besser f. yanhusuo Y. H. Chou & Chun C. Hsu.,Yanhusuo,yan hu suo,延胡索,Yan Hu Suo,Corydalis Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2739428&query=Corydalis+yanhusuo&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200009146,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:929107-1,延胡索,Papaveraceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,,,Hilly grasslands,China,Yes,China,"Anhui, Henan, Hubei, Hunan, Jiangsu, Zhejiang",Not evaluated,Vulnerable,,No,,,Pharmacopoeia,Rhizome (stem tuber),Corydalis Rhizoma,,,,Yes,"Beijing, Gansu, Shaanxi, Sichuan, Yunnan, Zhejiang",,,Cultivated,Yes,Zhejiang (Dongyang and Pan'an districts),"Pungent, bitter",Warm,"Liver, spleen","Activates blood flow, removes blood stasis, invigorates qi, relieves pain",Analgesic,"Pain in chest and abdomen, dysmenorrhoea, metrorrhagia",Safety class 2b,,,,P,,,
CRACUN-FRU-1,Crataegus cuneata Siebold & Zucc.,Crataegus,cuneata,Siebold & Zucc.,,,,,"Chinese Hawthorn, Japanese Hawthorn",ye shan zha,野山楂,Shan Zha,Fructus Crataegi,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2941398&query=Crataegus+cuneata%C2%A0Siebold+%26+Zucc.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200010800,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:723209-1,山楂,Rosaceae,,Terrestrial,Shrub,Deciduous,Perennial,Vascular,Monoecious,May-June,September-November,Valleys and thickets (200-2000 m. altitude),China,Yes (only var. tangchungchangii; not var. cuneata),"China, Japan","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, S Shaanxi, Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Substitute,Fruit,Fructus Crataegi,Autumn,"Fresh fruit are sliced or squashed, then dried",,No,,"Anhui, Fujian, Guangdong, Guangxi, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Yunnan, Zhejiang","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Yunnan, Zhejiang",Wild-harvested,,,"Sour, sweet",Warm,"Liver, spleen, stomach","Resolves food stagnation, dissipates blood stasis, relieves pain",,"Indigestion, abdiminal pain, dyspepsia, diarrhea, bacterial dysentery",,,,"Edible fruit, bonsai",Y,,-,-
CRAMAJ-FRU-1,Crataegus pinnatifida Bunge var. major N. E. Br.,Crataegus,pinnatifida,Bunge,major N. E. Br.,,,,"Mountain Hawthorn, Chinese Hawthorn",shan li hong,山里红,Shan Zha,Crataegi Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=3267840&query=Crataegus+pinnatifida+Bunge+var.+major+N.+E.+Br.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242315241,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77233315-1,山楂,Rosaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Monoecious,May-June,September-October,(Cultivated),China,No,China,"Heilongjiang, Jilin, Liaoning, Inner Mongolia, Hebei, Henan, Shandong, Shanxi, Shaanxi",Least concern,Least concern,,No,,,Pharmacopoeia,Fruit,Crataegi Fructus,,,,Yes,"Shandong, Henan, Hebei, Shanxi",None,,Cultivated,,,"Sweet, sour",Warm,"Liver, spleen, stomach","Eliminates food stagnation, dissipates blood stasis, relieves pain",Antioxidant,"Indigestion, abdominal distension, diarrhea, heart and chest pain, hypertension",Safety class 1,,,"Official healthfood in China, candy",Y,,,
