Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
RHUCHI-GAL-1,Rhus chinensis Mill.,Rhus,chinensis,Mill.,,,,,"Chinese Sumac, Chinese Gall",yan fu mu,盐麸木,Wu Bei Zi,Galla Chinensis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2422836&query=Rhus+chinensis%C2%A0Mill.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2422836&query=Rhus+chinensis%C2%A0Mill.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70452-1,五倍子,Anacardiaceae,,Terrestrial,"Shrub, small tree",Deciduous,Perennial,Vascular,Monoecious,August-September,October,"Lowland and mountainous forests, forest margins, scrubby slopes, streambanks (100-2800 m. altitude)",,"Yes (var. glabra, roxburghii; not var. chinensis)","China, Bhutan, Cambodia, India, Indonesia, Japan, Korea, Laos, Malaysia, Thailand, Vietnam","Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Taiwan, Tibet, Yunnan, Zhejiang",Least concern,Least concern,,,,,Pharmacopoeia,Gallnut,Galla Chinensis,Autumn,"Galls are briefly steamed or boiled in water until they turn gray to kill aphids, then dried",,,,,"Sichuan, Guizhou, Yunnan, Shaanxi",,,,"Sour, astringent",Cold,"Kidney, large intestine, lung","Constrains the lungs, transforms phlegm, astringes the intestines, stops bleeding",,"Spermatorrhea, cough, diarrhea, enuresis, cough",,,,Ornamental,Y,,https://www.iucnredlist.org/species/135819132/135819134,-
RHUPOT-GAL-1,Rhus potaninii Maxim.,Rhus,potaninii,Maxim.,,,,,"Chinese Varnish Tree, Potanin Sumac",qing fu yang,青麸杨,Wu Bei Zi,Galla Chinensis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2423649&query=Rhus+potaninii%C2%A0Maxim.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012709,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70785-1,五倍子,Anacardiaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,,May-July,July-October,"Mountainous forests, thickets (900-2500 m. altitude)",,Yes,China,"S Gansu, Henan, S Shaanxi, S Shanxi, Sichuan, NW Yunnan",Least concern,Least concern,,,,,Pharmacopoeia,Gallnut,Galla Chinensis,Autumn,"Galls are briefly steamed or boiled in water until they turn gray to kill aphids, then dried",,,,,"Sichuan, Guizhou, Yunnan, Shaanxi",,,,"Sour, astringent",Cold,"Kidney, large intestine, lung","Constrains the lungs, transforms phlegm, astringes the intestines, stops bleeding",,"Spermatorrhea, cough, diarrhea, enuresis, cough",,,,"Dye, ornamental",Y,,https://www.iucnredlist.org/species/147625678/147625680,-
RHUSIN-GAL-1,Rhus punjabensis var. sinica (Diels) Rehder & E.H.Wilson,Rhus,punjabensis,(Diels) Rehder & E.H.Wilson,sinica,,,,Punjab Sumac,hong fu yang,红麸杨,Wu Bei Zi,Galla Chinensis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2874468&query=Rhus+punjabensis&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200012712,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70803-1,五倍子,Anacardiaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,,June-July,July-September,Mountainous forests (400-3000 m. altitude),,Yes,,"S Gansu, Guizhou, W Hubei, W Hunan, S Shaanxi, Sichuan, SE Tibet, Yunnan",Least concern,Least concern,,,,,Pharmacopoeia,Gallnut,Galla Chinensis,Autumn,"Galls are briefly steamed or boiled in water until they turn gray to kill aphids, then dried",,,,,"Sichuan, Guizhou, Yunnan, Shaanxi",,,,"Sour, astringent",Cold,"Kidney, large intestine, lung","Constrains the lungs, transforms phlegm, astringes the intestines, stops bleeding",,"Spermatorrhea, cough, diarrhea, enuresis, cough",,,,Ornamental,Y,,https://www.iucnredlist.org/species/147027313/147027315,-
ROSLAE-FRU-1,Rosa laevigata Michx.,Rosa,laevigata,Michx.,,,,,Cherokee Rose,jin ying zi,金樱子,Jin Ying Zi,Rosae Laevigatae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902106&query=Rosa+laevigata+Michx.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011269,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:733047-1,金櫻子 (good for herbal wine),Rosaceae,,Terrestrial,Shrub,Evergreen,Perennial,Vascular,Monoecious,April-June,July-November,Low altitude mountain forests,China,No,"China, Vietnam","Shaanxi, Anhui, Jiangsu, Zhejiang, Hubei, Hunan, Jiangxi, Fujian, Taiwan, Guangxi, Guangdong, Yunnan, Sichuan, Guizhou",Not evaluated,Least concern,,Yes,USA,,Pharmacopoeia,Fruit,Rosae Laevigatae Fructus,,,,,,,,,,,"Sweet, sour",Neutral,"Bladder, kidney, large intestine","Tonifies kidneys, astringes intestines, relieves diarrhea","Antioxidant, anti-inflammatory, anti-viral, anti-tumor","Neurasthenia, hypertension, neurogenic headache, chronic cough, night sweats, diarrhea, spermatorrhea, chronic nephritis, stranguria",,,,,,,,
ROSPRO-HER-1,Rostellularia procumbens (L.) Nees,Rostellularia,procumbens,(L.) Nees,,,,Justicia procumbens,Water Willow,jue chuang,爵床,Shu Wei Huang (Jue Chuang Cao?),Herba Rostellulariae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2421593&query=Rostellularia+procumbens%C2%A0%28L.%29+Nees&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242327616,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:53735-1,,Acanthaceae,,Aquatic,Herbaceous,,Annual,Vascular,Monoecious,All year,All year,"Forests, open fields, roadsides, wasteland and disturbed areas  (up to 1500 m. altitude)",,No,"China, Bangladesh, Bhutan, Cambodia, India, Indonesia, Japan, Laos, Malaysia, Myanmar, Nepal, Philippines, Sri Lanka, Thailand, Vietnam","Anhui, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Taiwan, Tibet, Yunnan, Zhejiang",Not evaluated,Least concern,,Yes,Indonesia,,,Whole herb,Herba Rostellulariae,"Summer, autumn",Impurities removed and sun-dried,,,,,,,,,"Salty, bitter",Cold,"Liver, gallbladder","Clears heat, resolves toxins, relieves swelling",,"Fever, sore throat, dysentery, nephritis",,,,,,,-,-
RUBCOR-RAD-1,Rubia cordifolia L.,Rubia,cordifolia,L.,,,,Galium cordifolium (L.) Kuntze,"Common Madder, Indian Madder",qian cao,茜草,Qian Cao,Rubiae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=180230&query=Rubia+cordifolia+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022213,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765218-1,茜草,Rubiaceae,,Terrestrial,Herbaceous vine,,Perennial,Vascular,,August-September,September-October,"Forest margins, thickets, roadsides, hillsides, grasslands",,Yes (var. alaschanica; not var. cordifolia),"China, Afghanistan, Bangladesh, Borneo, Ethiopia, Greece, India, Japan, Korea, Malaysia, Mongolia, Mozambique, Myanmar, Nepal, Pakistan, Rwanda, Somalia, Sri Lanka, Sudan, Uganda, Vietnam, Zambia, Zimbabwe","Heilongjiang, Liaoning, Jilin, Inner Mongolia, Hebei, Shanxi, Shaanxi, Ningxia, Gansu, Sichuan, Xinjiang, Tibet",Not evaluated,Least concern,,No,,,Pharmacopoeia,"Root, rhizome",Rubiae Radix,,,,,,,,,,,Bitter,Cold,,"Promotes circulation of qi, stops bleeding, activates meridians and collaterals, stops coughing, eliminates phlegm","Anti-tumor, anti-inflammatory, anti-bacterial, antioxidant","Hematochezia, hematuria, hematemesis, metrorrhagia, amenorrhea, edema, hepatitis, jaundice, carbuncles and sores, urticaria",,,,Dye,,,,
RUBCHI-FRU-1,Rubus chingii Hu,Rubus,chingii,Hu,,,,Rubus officinalis Koidz.,"Chinese Raspberry, Palm-Leaf Raspberry",zhang ye fu pen zi,掌叶复盆子,Fu Pen Zi,Rubi Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902128&query=Rubus+chingii+Hu&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011376,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735803-1,覆盆子,Rosaceae,,Terrestrial,"Herbaceous, shrub",Deciduous,Perennial,Vascular,Monoecious,March-April,May-June,"Hillsides, forests, thickets, scrub, and disturbed places (500-1000 m altitude)",China,Yes (var. suavissimus; not var. chingii),"China, Japan","(South, Southeast China) Anhui, Fujian, Guangxi, Jiangsu, Jiangxi, Zhejiang",Not evaluated,Least concern (var. chingii); vulnerable (var. suavissimus),,No,,,Pharmacopoeia,Fruit,Rubi Fructus,,,,Yes,,"Anhui, Fujian, Guangxi, Jiangsu, Jiangxi, Zhejiang",,"Cultivated, wild-harvested",,,"Sweet, sour",Warm,"Liver, kidney","Tonifies the liver and kidney, consolidates jing, improves eyesight","Antioxidant, anti-tumor, anti-inflammatory","Spermatorrhea, impotence, frequent urination, premature ejaculation, enuresis, blurred vision",Safety class 1,,,"Official food and healthfood in China, wine",,,,
,Salvia bowleyana Dunn,Salvia,bowleyana,Dunn,,,,,,nan dan shen,南丹参,Dan Shen,Salviae Miltiorrhizae Radix et Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=182168&query=Salvia+bowleyana+Dunn&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020177,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:455798-1,丹參,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,March-July,,"Mountains, stone crevices, forests, near water",China,"Yes (var. bowleyana, subbipinnata)",China,"(South, Southeast China) Fujian, Guangdong, Guangxi, Hunan, Jiangxi, Zhejiang",Not evaluated,Least concern,,No,,,Substitute,"Root, rhizome",Salviae Miltiorrhizae Radix et Rhizoma,,,,Yes,(South China),,,Cultivated,,,Sweet,Slightly cold,"Heart, liver","Remove blood stasis, promote blood circulation, regulates menstruation, tonifies blood, calms shen, clears the heart",,"Irregular menstruation, amenorrhea, neurasthenia, stroke, heart disease, poor circulation, insomnia, palpitations",,,,,,,,
SALCHI-HER-1,Salvia chinensis Benth.,Salvia,chinensis,Benth.,,,,,Chinese Sage,hua shu wei cao,华鼠尾草,Shi Jian Chuan,Herba Salviae Chinensis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=182338&query=Salvia+chinensis%C2%A0Benth.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020193,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:455937-1,石见穿,Lamiaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,August-October,,"Forest margins, plains, grassy hillsides (100-500 m. altitude)",,Yes,China,"Anhui, Fujian, Guangdong, Guangxi, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Sichuan, Taiwan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Aerial herb,Herba Salviae Chinensis,"Summer, autumn",Impurities removed and sun-dried,,,,,,,,,"Acrid, bitter",Cold,"Heart, liver","Invigorates the blood, removes blood stasis, clears heat, calms the spirit",,"Amenorrhea, leukorrhea, arthralgia, sores, mastitis",,,,,,,-,-
SALMIL-RAD-1,Salvia miltiorrhiza Bunge,Salvia,miltiorrhiza,Bunge,,,,,"Red Sage, Chinese Sage, Chinese Salvia",dan shen,丹参,Dan Shen,Salviae Miltiorrhizae Radix et Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=183206&query=Salvia+miltiorrhiza+Bunge&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020230,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:456707-1,丹參,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-August,,"Wooded hillsides, often by streams (100-1300 m altitude)",China,Yes (var. charbonnelii; not var. miltiorrhiza),"China, Japan, Vietnam","Anhui, Hebei, Henan, Hubei, Hunan, Jiangsu, Shaanxi, Shandong, Shanxi, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,"Root, rhizome",Salviae Miltiorrhizae Radix et Rhizoma,,,,Yes,"Anhui, Hebei, Shaanxi, Shandong, Shanxi, Sichuan",,,"Cultivated, wild-harvested",Yes,Sichuan,Bitter,Slightly cold,"Heart, liver","Remove blood stasis, promote blood circulation, regulates menstruation, tonifies blood, calms shen, clears the heart","Anti-bacterial, anti-inflammatory, anti-tumor","Irregular menstruation, amenorrhea, neurasthenia, stroke, heart disease, poor circulation, insomnia, palpitations",Safety class 2b,,,Official healthfood in China,P,,,
,Salvia przewalskii Maxim.,Salvia,przewalskii,Maxim.,,,,,,gan xi shu wei cao,甘西鼠尾草,Dan Shen,Salviae Miltiorrhizae Radix et Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=183597&query=Salvia+przewalskii+Maxim.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020248,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457025-1,丹參,Lamiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,"Margins of mountain forests, in thickets, along streams (1100-4000 m altitude)",China,"Yes (var. alba, glabrescens, mandarinorum, przewalskii, rubrobrunnea)",China,"Gansu, Hubei, Sichuan, Tibet, Yunnan",Not evaluated,Least concern,,No,,,Substitute,"Root, rhizome",Salviae Miltiorrhizae Radix et Rhizoma,,,,Yes,(Northwest China),,,Cultivated,,,Bitter,Slightly cold,"Heart, liver","Remove blood stasis, promote blood circulation, regulates menstruation, tonifies blood, calms shen, clears the heart",,"Irregular menstruation, amenorrhea, neurasthenia, stroke, heart disease, poor circulation, insomnia, palpitations",,,,,,,,
SAMCHI-CAU-1,Sambucus javanica subsp. chinensis (Lindl.) Fukuoka,Sambucus,javanica,(Lindl.) Fukuoka,,chinensis,,Sambucus chinensis,Chinese Elder,jie gu cao,接骨草,Mo Gu Xiao,Caulis Hyptis Capitatae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2930317&query=Sambucus+javanica+subsp.+chinensis%C2%A0%28Lindl.%29+Fukuoka&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242425216,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77138745-1,,Viburnaceae,,Terrestrial,"Herbaceous, shrub",Deciduous,Perennial,Vascular,Monoecious,April-May,August-September,"Mountainous slopes, grasslands, forests, streambanks (300-2600 m. altitude)",,No,,"Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Taiwan, Tibet, Yunnan, Zhejiang",Least concern,Least concern,,,,,,Stem,Caulis Hyptis Capitatae,,,,,,,,,,,,,,,,,,,,,,,-,-
SANOFF-RAD-1,Sanguisorba officinalis L. var. officinalis,Sanguisorba,officinalis,L.,officinalis,,,,"Burnet, Great Burnet, Sanguisorba",di yu (yuan bian zhong),地榆(原变种),Di Yu,Sanguisorbae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902130&query=Sanguisorba+officinalis+L.+var.+officinalis&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011628,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741402-1,地榆,Rosaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-October,July-October,"Forest margins, scrub, grassland, hillsides, wasteland thickets (up to 3000 m altitude)",,No,"China, Japan, Korea; Europe","Anhui, Gansu, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Tibet, Xinjiang, Yunnan, Zhejiang",Least concern,Least concern,,No,,,Pharmacopoeia,Root,Sanguisorbae Radix,,,,No,None,,,Wild-harvested,,,"Bitter, sour",Slightly cold,"Liver, kidney, large intestine, stomach","Cools blood, stops bleeding, astringes, stops diarrhea","Haemostatic, analgesic, astringent, antioxidant, neuroprotective","Metrorrhagia, hematemesis, hematochezia, haemorrhoids, epistaxis, dysyntery, chronic inflammation",,,,Ornamental,Y,,,
,Sanguisorba officinalis var. longifolia (Bertol.) T. T. Yu & C. L. Li,Sanguisorba,officinalis,(Bertol.) T. T. Yu & C. L. Li,longifolia,,,Sanguisorba longifolia Bertol.,,chang ye di yu,长叶地榆,Di Yu,Sanguisorbae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2902155&query=Sanguisorba+officinalis+var.+longifolia+%28Bertol.%29+T.+T.+Yu+%26+C.+L.+Li&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011632,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741402-1,地榆,Rosaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,"Sparse forests, scrub, damp meadows, stream banks (100-3000 m altitude)",,No,"China, India, Korea, Mongolia, Russia, Japan","Anhui, Gansu, Guangdong, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Liaoning, Shandong, Shanxi, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Sanguisorbae Radix,,,,No,None,,,Wild-harvested,,,"Bitter, sour",Slightly cold,"Liver, kidney, large intestine, stomach","Cools blood, stops bleeding, astringes, stops diarrhea",,"Metrorrhagia, hematemesis, hematochezia, haemorrhoids, epistaxis, dysyntery, chronic inflammation",,,,,,,,
SANALB-LIG-1,Santalum album L.,Santalum,album,L.,,,,,Sandalwood,,,Tan Xiang,Santali Albi Lignum,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2581919&query=Santalum+album+L.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:780592-1,檀香,Santalaceae,,Terrestrial,Tree (parasitic),Evergreen,Perennial,Vascular,Monoecious,May-June,July-September,,,No,"Indonesia, Philippines",Cultivated,Vulnerable,Least concern,,No,,,Pharmacopoeia,Heartwood,Santali Albi Lignum,,,,Yes,"(South, Southwest China)",,,,,,Pungent,Warm,"Lung, spleen, stomach","Regulates qi, harmonizes stomach, relieves pain",,"Chest and abdominal pain, vomiting, chest pain, coronary heart disease",,,,"Timber, essential oil, incense",,,,
SAPDIV-RAD-1,Saposhnikovia divaricata (Turcz. ex Ledeb.) Schischk.,Saposhnikovia,divaricata,(Turcz. ex Ledeb.) Schischk.,,,,"Ledebouriella divaricata (Turcz.) M. Hiroe, Ledebouriella seseloides (Hoffm.) H. Wolff, Siler divaricatum (Turcz.) Benth, & Hook. f., Stenocoelium divaricatum Turcz.","Siler, Laserwort",fang feng,防风,Fang Feng,Saposhnikoviae Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2480406&query=Saposhnikovia+divaricata+%28Turcz.+ex+Ledeb.%29+Schischk.&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015899,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847902-1,防風,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,August-September,September-October,"Scrub, grassland, often on stony slopes (400-800 m altitude)",China,No,"China, Korea, Mongolia, Russia","(North China) Gansu, Hebei, Heilongjiang, Inner Mongolia, Jilin, Liaoning, Ningxia, Shaanxi, Shandong, Shanxi",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Saposhnikoviae Radix,,,,Yes,,,,"Cultivated, wild-harvested",Yes,Heilongjiang,"Sweet, pungent",Warm,"Bladder, liver, spleen","Dispels wind, releases the exterior, clears dampness, relieves spasm and itching","Anti-inflammatory, analgesic, antioxidant, antiproliferative, anti-tumor","Headache, dizziness, respiratory tract infection, neck stiffness, musculoskeletal pain, arthralgia, cramps, diarrhea",Safety class 1,,,Ornamental,Y,,,
SARGLA-HER-1,Sarcandra glabra (Thunb.) Nakai,Sarcandra,glabra,(Thunb.) Nakai,,,,Chloranthus glaber,Bone-Knitted Lotus,cao shan hu,草珊瑚,Zhong Jie Feng,Herba Sarcandrae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2484645&query=Sarcandra+glabra%C2%A0%28Thunb.%29+Nakai&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005633,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167899-1,肿节风,Chloranthaceae,,Terrestrial,Sub-shrub,Evergreen,Perennial,Vascular,Monoecious,June,August-October,"Forest thickets, ravines and slopes, grassland, road and streamsides (up to 2000 m. altitude)",,No,"China, Cambodia, India, Japan, Korea, Laos, Malaysia, Philippines, Sri Lanka, Thailand, Vietnam","Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,,,,Pharmacopoeia,Whole herb,Herba Sarcandrae,"Summer, autumn",Impurities removed and sun-dried,,,,,"Jiangxi, Sichuan, Zhejiang, Guangxi",,,,"Bitter, acrid",Neutral,"Heart, liver","Clears heat, cools and invigorates the blood, dispels wind",,"Cough, influenza, appendicitis, sores, rheumatoid arthritis",,,,Ornamental,Y,,-,-
,Sargentodoxa cuneata (Oliv.) Rehder & E. H. Wilson,Sargentodoxa,cuneata,(Oliv.) Rehder & E. H. Wilson,,,,"Sargentodoxa simplicifolia S. Z. Qu & C. L. Min, Holboellia cuneata Oliv.",Sargent Glory-Stem Vine,da xue teng,大血藤,Hong Teng,Caulis Sargentodoxae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=517495&query=Sargentodoxa+cuneata+%28Oliv.%29+Rehder+%26+E.+H.+Wilson&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008294,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:462111-1,紅藤,Lardizabalaceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Monoecious,April-May,June-September,"Forests and valleys, besides streams",,,"China, Laos, Vietnam","Henan, Anhui, Jiangsu, Zhejiang, Fujian, Jiangxi, Hunan, Hubei, Guangdong, Guangxi, Sichuan, Yunnan",Not evaluated,Near threatened,,No,,,,Stem,Caulis Sargentodoxae,,,,,,,,,,,,,,,,,,,,,,,,
SAUGIG-RHI-1,Sauromatum giganteum (Engl.),Sauromatum,giganteum,(Engl.),,,,Typhonium giganteum Engl.,"Typhonium, Giant Voodoo Lily",du jiao lian,独角莲,Bai Fu Zi,Typhonii Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=461081&query=Sauromatum+giganteum+%28Engl.%29&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250095711,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77104738-1,白附子,Araceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,"June, July, August",July-September,"Grasslands, hillsides, wasteland, ditches, field margins, streamsides (up to 1500 m altitude)",China,Yes,China,"(North, West, Central China) Anhui, Gansu, Hebei, Henan, Jilin, Liaoning, Shandong, Shanxi, Sichuan, Tibet",Not evaluated,Least concern,,No,,,Pharmacopoeia,Processed stem tuber (rhizome),Typhonii Rhizoma,,,,,,"Gansu, Henan, Hubei",,Wild-harvested,,,"Pungent, sweet",Warm,"Liver, stomach","Expels wind and phlegm, dries dampness, unblocks meridians and collaterals, eliminates toxins",,"Stroke, migraine, muscle spasms, convulsions, nodules, tetanus, snakebite",Toxic,,,Ornamental,Y,,,
SCAAFF-SEM-1,Scaphium affine (Mast.) Pierre,Scaphium,affine,(Mast.) Pierre,,,,Sterculia lychnophora,Malva Nut Tree,,,Pang Da Hai,Semen Sterculiae Lychnophorae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2580291&query=Scaphium+affine%C2%A0%28Mast.%29+Pierre&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:825016-1,胖大海,Malvaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,Monoecious,,,,,No,"Borneo, Cambodia, Laos, Malaysia, Thailand, Vietnam",,Least concern,,,,,,Pharmacopoeia,Seed,Semen Sterculiae Lychnophorae,April to June,Sun-dried,,Yes,"Guangxi, Hainan",,"Vietnam, Thailand, Indonesia, China (Guangxi, Hainan)",Cultivated,,,Sweet,Cold,"Large intestine, lung","Clears heat, moistens the intestines, resolves toxins",,"Head-ache, sore throat",,,,Culinary herb,,,https://www.iucnredlist.org/species/202732342/202741227,-
